"alpha","MolMR","LabuteASA","NumValenceElectrons","HeavyAtomCount","TPSA"
77.61,34.3168,50.722363,46.0,8.0,20.23
78.81,34.154,55.19814,52.0,9.0,26.3
72.08,30.6068,49.465908,48.0,8.0,29.46
67.96,29.5582,52.60238,52.0,9.0,72.55
75.91,32.3037,53.710308,48.0,9.0,33.08
73.93,30.6606,53.499878,50.0,9.0,40.46
65.74,28.2307,43.49705,40.0,7.0,25.18
72.98,31.2127,52.153175,46.0,9.0,41.46
74.6,30.9518,53.81919,50.0,9.0,29.46
81.8,34.978,54.7541,48.0,9.0,17.07
66.11,27.2278,47.508057,44.0,8.0,37.3
75.34,29.153,51.88337,42.0,9.0,49.82
81.04,35.8968,55.476364,50.0,9.0,23.24
64.84,28.1738,44.1068,44.0,7.0,29.46
83.03,35.002,55.443707,50.0,9.0,17.07
69.51,29.974,53.533394,50.0,9.0,21.47
66.32,28.052,50.702408,48.0,9.0,78.87
85.8,36.842,51.59841,46.0,8.0,0.0
75.78,32.6417,53.34762,46.0,9.0,52.47
76.93,32.639,50.084595,46.0,8.0,17.07
86.59,36.5665,54.32281,46.0,9.0,17.07
82.67,36.7014,54.960697,52.0,9.0,52.95
75.48,30.3001,53.389988,52.0,9.0,80.12
69.6,29.8897,52.425205,48.0,9.0,46.17
70.57,29.9597,52.425205,48.0,9.0,56.08
72.16,32.3815,52.106785,48.0,9.0,50.08
72.63,30.8818,53.81919,50.0,9.0,29.46
72.76,31.7228,53.63249,50.0,9.0,46.53
83.76,36.221,55.706127,50.0,9.0,9.23
60.09,24.902,46.501293,40.0,8.0,43.87
81.05,34.202,55.19814,52.0,9.0,26.3
72.24,30.128,47.973,40.0,8.0,28.72
79.49,34.0476,52.87186,48.0,9.0,58.88
75.21,31.072,53.778957,48.0,9.0,12.24
59.78,25.5101,45.114178,40.0,8.0,91.38
75.35,33.685,54.251175,48.0,9.0,34.14
79.37,35.5617,53.677494,48.0,9.0,31.92
94.35,40.681,57.657238,48.0,9.0,0.0
60.63,28.2588,46.511063,44.0,8.0,73.63
73.82,30.28,48.47871,42.0,8.0,20.08
67.92,29.1797,51.907608,48.0,9.0,53.16
84.3,36.223,56.39573,52.0,9.0,9.23
76.75,33.5717,54.170082,46.0,9.0,35.82
76.68,31.1315,52.068535,48.0,9.0,52.9
71.46,29.594,53.225777,48.0,9.0,50.09
62.86,27.1628,46.920856,44.0,8.0,46.26
73.31,31.5737,53.46474,50.0,9.0,45.61
67.75,29.335,48.8332,46.0,8.0,26.3
73.07,30.5877,50.98098,44.0,9.0,58.64
79.36,34.202,55.19814,52.0,9.0,29.6
69.55,31.7938,51.27643,48.0,9.0,83.8
70.05,30.6127,47.91766,42.0,8.0,28.68
75.82,30.9038,53.81919,50.0,9.0,32.76
78.32,34.085,54.700294,48.0,9.0,9.23
76.92,33.1297,53.885216,48.0,9.0,34.47
79.07,33.234,54.78479,50.0,9.0,15.54
67.84,28.806,52.94091,50.0,9.0,38.83
80.4,34.061,55.389896,50.0,9.0,9.23
71.27,31.0448,53.62743,52.0,9.0,49.83
87.52,36.0897,55.826214,50.0,9.0,21.94
76.46,32.9596,54.31395,54.0,9.0,57.53
73.05,30.517,54.1778,50.0,9.0,42.25
76.93,32.018,54.19231,50.0,9.0,26.3
61.96,25.9988,47.493546,44.0,8.0,56.55
86.75,35.317,55.431076,50.0,9.0,6.48
64.06,27.03,52.259247,46.0,9.0,73.88
75.94,32.6025,52.673645,48.0,9.0,49.66
80.61,35.2238,55.830853,54.0,9.0,29.46
63.85,28.7275,45.606808,42.0,8.0,53.09
85.06,36.0018,56.076416,52.0,9.0,20.23
75.58,32.207,54.898766,54.0,9.0,27.69
69.43,32.3847,52.553898,48.0,9.0,44.7
76.77,31.943,53.832767,48.0,9.0,20.31
75.34,33.3747,53.159004,48.0,9.0,41.46
73.68,30.845,53.240284,48.0,9.0,34.14
77.7,33.1358,54.82502,52.0,9.0,32.76
68.87,28.9707,52.3714,48.0,9.0,38.33
74.81,31.4557,49.269516,46.0,8.0,29.1
80.49,33.7388,54.470535,48.0,9.0,23.24
68.63,31.2506,51.235695,50.0,9.0,98.3
73.98,31.694,49.479485,46.0,8.0,20.08
78.74,33.1757,54.574818,50.0,9.0,21.26
55.96,23.9417,41.844933,38.0,7.0,31.17
81.7,35.5655,54.396683,54.0,9.0,60.09
78.55,33.278,54.78479,50.0,9.0,15.54
54.43,24.167,37.986492,34.0,6.0,27.03
67.73,29.5856,48.90103,50.0,8.0,49.69
76.0,32.792,54.197365,48.0,9.0,26.3
75.31,33.2968,53.88311,46.0,9.0,37.3
54.14,24.3357,45.814697,44.0,8.0,55.4
67.33,29.3314,51.50588,50.0,9.0,79.25
72.34,31.2445,52.653084,48.0,9.0,43.1
77.39,33.009,54.454727,50.0,9.0,18.46
94.03,40.495,58.40739,56.0,9.0,9.23
61.95,25.572,51.689514,50.0,9.0,48.06
61.12,26.47,51.031673,52.0,9.0,92.78
70.2,29.8135,52.81235,52.0,9.0,68.47
88.46,37.584,55.304474,48.0,9.0,4.93
68.99,29.0187,52.3714,48.0,9.0,41.63
80.5,30.4668,52.333668,46.0,9.0,46.26
74.75,31.72,50.03079,46.0,8.0,9.23
79.71,33.5078,55.109886,50.0,9.0,44.02
85.56,36.223,56.39573,52.0,9.0,9.23
78.67,34.1777,54.755436,50.0,9.0,56.87
83.59,34.061,55.389896,50.0,9.0,12.53
65.3,28.3384,47.448605,44.0,8.0,41.13
67.13,31.4577,51.09079,48.0,9.0,47.17
81.73,33.8178,55.070587,50.0,9.0,20.23
66.37,27.238,48.019123,42.0,8.0,9.23
87.58,38.376,57.04202,52.0,9.0,3.01
79.52,34.037,54.700294,48.0,9.0,12.53
70.92,28.8388,52.6216,50.0,9.0,49.83
68.83,28.9967,52.3714,48.0,9.0,38.33
72.89,30.8517,53.017685,48.0,9.0,32.34
67.52,28.6108,52.6216,50.0,9.0,46.53
87.59,38.287,56.711956,52.0,9.0,9.23
70.81,30.218,49.03001,42.0,8.0,12.53
60.25,26.0598,43.100967,42.0,7.0,29.46
92.55,39.6447,56.10033,50.0,9.0,15.79
80.12,34.037,54.700294,48.0,9.0,9.23
74.02,29.1702,51.75331,48.0,9.0,118.49
70.0,30.0288,53.21408,50.0,9.0,35.77
61.85,26.727,46.401176,42.0,8.0,25.78
73.54,30.9918,53.267887,50.0,9.0,40.31
75.44,32.5237,53.031204,48.0,9.0,37.91
60.53,26.0378,43.100967,42.0,7.0,29.46
77.7,34.4637,54.026535,48.0,9.0,33.08
64.41,27.3477,49.719254,48.0,9.0,58.64
76.7,32.3664,53.123943,48.0,9.0,46.1
74.07,33.3137,53.035595,48.0,9.0,38.06
71.64,31.1205,52.594128,50.0,9.0,64.39
62.91,27.9548,48.966545,48.0,9.0,113.44
55.86,24.1416,45.74559,46.0,8.0,74.6
81.63,35.2238,55.830853,54.0,9.0,29.46
65.13,26.595,51.57554,46.0,9.0,32.61
56.83,25.0209,45.263092,42.0,8.0,69.12
76.55,34.9881,53.74995,48.0,9.0,66.94
77.58,33.2457,54.574818,50.0,9.0,31.17
85.74,36.918,56.04124,48.0,9.0,3.24
63.1,27.0807,46.666264,42.0,8.0,37.91
64.42,27.972,47.30977,44.0,8.0,30.82
76.38,32.724,53.748272,46.0,9.0,17.07
63.44,26.648,51.93508,48.0,9.0,38.83
72.06,30.7316,53.30812,52.0,9.0,57.53
63.17,29.1666,51.78469,50.0,9.0,62.05
73.05,31.3157,52.91344,50.0,9.0,53.16
68.69,28.6876,52.302288,50.0,9.0,57.53
76.27,31.098,53.778957,48.0,9.0,12.47
72.07,31.2891,52.133953,48.0,9.0,64.98
91.9,39.0217,56.8371,50.0,9.0,21.94
78.36,32.018,54.19231,50.0,9.0,26.3
74.8,31.125,54.1385,50.0,9.0,18.46
65.63,26.67,51.93508,48.0,9.0,35.53
84.19,34.5658,55.07564,48.0,9.0,20.23
79.84,33.751,55.4292,50.0,9.0,33.02
72.14,30.66,49.314877,40.0,8.0,23.79
76.28,33.7658,54.83008,50.0,9.0,29.46
67.18,28.4928,48.46008,46.0,8.0,29.46
93.51,36.969,55.71118,48.0,9.0,9.23
82.78,35.1865,55.261337,52.0,9.0,42.17
71.27,32.4557,53.105198,48.0,9.0,33.62
82.15,35.8017,55.865513,50.0,9.0,35.82
80.44,33.7285,54.260563,48.0,9.0,42.17
71.25,29.8097,52.743774,46.0,9.0,56.87
73.96,31.6298,53.824245,48.0,9.0,29.46
83.03,35.1488,55.47131,52.0,9.0,23.24
58.8,25.8598,45.61082,42.0,8.0,33.12
87.24,35.798,55.44876,48.0,9.0,17.07
57.6,25.8044,42.449036,42.0,7.0,52.32
86.47,36.593,54.611786,44.0,9.0,23.79
89.34,37.115,56.641296,50.0,9.0,0.0
82.0,35.414,55.79062,52.0,9.0,12.24
74.78,30.0941,51.126076,46.0,9.0,88.54
71.9,31.298,53.51996,52.0,9.0,90.27
75.02,32.4924,54.404144,50.0,9.0,59.04
76.02,33.3478,52.18172,48.0,9.0,42.23
71.65,32.541,53.674713,50.0,9.0,30.82
60.38,26.0378,43.100967,42.0,7.0,32.76
75.02,31.147,54.1385,50.0,9.0,21.76
71.37,30.9918,53.267887,50.0,9.0,40.54
84.26,35.5762,54.061985,50.0,9.0,44.62
73.59,31.708,54.23161,50.0,9.0,50.09
82.2,35.2837,54.721195,48.0,9.0,33.08
76.99,34.1274,52.102573,48.0,9.0,56.23
79.25,34.9751,54.14562,52.0,9.0,70.18
68.75,30.956,48.56117,44.0,8.0,21.59
66.34,27.839,51.988888,48.0,9.0,43.37
71.75,31.8447,48.805725,46.0,8.0,44.16
58.68,25.6044,46.841614,44.0,8.0,76.11
62.44,27.099,43.114544,40.0,7.0,20.31
87.95,38.304,56.352413,50.0,9.0,3.01
76.48,31.567,54.423367,48.0,9.0,33.02
82.65,37.5814,54.279423,48.0,9.0,27.82
81.85,36.269,55.706127,50.0,9.0,9.23
78.13,33.5154,54.418655,50.0,9.0,43.09
76.35,33.6567,53.47576,46.0,9.0,41.57
76.23,32.3037,53.710308,48.0,9.0,33.08
83.22,35.373,55.46056,52.0,9.0,18.46
66.92,27.658,51.78738,48.0,9.0,48.15
65.48,26.6078,49.281124,48.0,9.0,91.44
83.28,35.467,56.15016,54.0,9.0,18.46
77.02,33.0878,54.82502,52.0,9.0,29.46
74.68,34.6397,54.11103,50.0,9.0,43.53
67.19,31.682,48.566223,42.0,8.0,21.59
50.39,21.7702,39.543232,36.0,7.0,58.64
73.05,30.8818,53.81919,50.0,9.0,29.46
84.25,33.8757,54.579876,48.0,9.0,31.17
69.87,30.3644,52.649662,50.0,9.0,54.34
89.41,39.931,56.962578,48.0,9.0,0.0
80.9,35.7066,55.516598,52.0,9.0,40.46
63.75,28.4785,47.698807,46.0,8.0,49.33
93.45,40.538,58.047848,54.0,9.0,3.01
80.37,33.1487,54.215275,48.0,9.0,24.95
82.71,36.175,55.01652,48.0,9.0,12.53
57.45,23.0567,48.053444,48.0,9.0,67.2
72.89,31.5257,53.46474,50.0,9.0,42.31
76.82,34.125,54.148994,48.0,9.0,20.08
83.86,36.221,55.706127,50.0,9.0,9.23
74.41,32.0307,48.667423,44.0,8.0,33.08
61.3,26.379,46.568836,42.0,8.0,47.9
84.66,36.385,56.39573,52.0,9.0,9.23
60.15,23.513,45.537304,40.0,8.0,67.39
81.16,34.109,55.389896,50.0,9.0,9.23
81.86,35.1385,55.261337,52.0,9.0,42.17
49.02,20.36,40.49589,36.0,7.0,53.39
64.09,27.945,42.76852,38.0,7.0,17.82
86.32,36.0718,56.076416,52.0,9.0,20.23
65.64,27.122,46.77822,40.0,8.0,20.08
78.64,34.0288,54.87883,52.0,9.0,37.3
85.77,35.643,54.92611,50.0,9.0,21.59
76.83,32.358,50.276352,44.0,8.0,0.0
74.9,32.462,52.326202,48.0,9.0,53.09
65.71,29.226,52.45546,56.0,9.0,3.24
67.51,27.558,50.279667,46.0,9.0,64.85
75.61,32.013,53.832767,48.0,9.0,20.31
68.2,30.453,52.66888,48.0,9.0,34.12
82.74,35.8017,55.865513,50.0,9.0,45.73
71.38,30.3654,52.940056,50.0,9.0,60.69
80.31,31.6154,52.474037,48.0,9.0,65.42
64.33,27.5041,50.001057,48.0,9.0,94.04
69.09,29.3572,52.83344,50.0,9.0,82.57
82.59,32.7287,53.62785,46.0,9.0,39.01
82.22,33.9578,55.070587,50.0,9.0,20.23
71.73,32.339,53.674713,50.0,9.0,30.82
75.61,32.7955,53.374146,50.0,9.0,49.33
61.82,27.6992,48.921474,46.0,9.0,90.48
75.61,32.1275,51.297516,46.0,9.0,104.51
75.18,32.3914,52.410477,48.0,9.0,61.91
85.8,34.95,55.203197,50.0,9.0,26.3
71.69,32.3938,53.3554,50.0,9.0,41.82
73.32,29.5908,52.867165,48.0,9.0,37.3
59.16,24.2918,46.256657,44.0,8.0,49.83
73.95,31.8685,52.711895,48.0,9.0,48.91
94.19,40.4398,58.08808,56.0,9.0,20.23
58.02,24.48,49.78636,48.0,9.0,38.67
69.83,32.4067,52.745655,46.0,9.0,37.31
70.89,29.0187,52.3714,48.0,9.0,51.54
72.66,33.3244,52.716305,46.0,9.0,72.03
84.93,35.244,53.188004,46.0,9.0,29.96
81.5,35.1968,55.47131,52.0,9.0,23.24
78.94,34.756,54.33794,46.0,9.0,28.72
80.22,34.25,55.19814,52.0,9.0,29.6
67.62,28.4228,48.46008,46.0,8.0,29.46
77.75,33.1278,54.27372,52.0,9.0,40.54
73.21,32.905,45.928127,40.0,7.0,0.0
72.34,30.9478,53.267887,50.0,9.0,40.31
79.65,33.5298,55.109886,50.0,9.0,44.02
78.07,34.1806,55.265976,56.0,9.0,49.69
81.33,34.037,54.700294,48.0,9.0,9.23
96.47,40.025,57.652184,50.0,9.0,0.0
56.38,23.6358,46.29596,44.0,8.0,70.32
84.38,37.9431,53.379845,46.0,9.0,41.81
82.46,35.0358,54.635548,48.0,9.0,75.83
63.84,26.587,47.738182,40.0,8.0,50.59
54.31,22.954,37.58577,32.0,6.0,23.79
59.45,27.0778,42.009712,38.0,7.0,25.16
76.77,33.029,54.246117,50.0,9.0,34.14
83.85,36.6658,55.36706,54.0,9.0,41.82
70.32,30.2343,52.22101,50.0,9.0,67.55
68.91,29.3352,52.83344,50.0,9.0,82.57
75.34,29.873,53.7024,44.0,9.0,47.58
79.59,32.9366,54.50571,52.0,9.0,40.46
86.23,37.2854,54.279423,48.0,9.0,30.95
87.06,39.8567,55.495224,50.0,9.0,19.03
73.73,32.2941,53.642876,50.0,9.0,78.91
75.76,31.9779,52.30148,48.0,9.0,57.78
80.83,35.798,55.44876,48.0,9.0,17.07
61.27,27.1854,44.95728,42.0,8.0,69.12
68.59,31.1572,52.33035,50.0,9.0,67.84
62.32,26.3797,51.17381,48.0,9.0,55.4
79.07,33.0178,54.82502,52.0,9.0,29.46
75.12,32.7614,52.988335,48.0,9.0,79.24
84.94,35.935,56.435028,52.0,9.0,33.02
76.16,32.018,54.19231,50.0,9.0,26.3
83.67,34.6138,55.07564,48.0,9.0,20.23
76.58,32.7324,54.0446,48.0,9.0,67.67
76.36,31.855,54.384068,48.0,9.0,9.23
81.07,35.728,55.44876,48.0,9.0,17.07
77.38,33.8138,54.83008,50.0,9.0,29.46
76.77,32.8206,53.816105,50.0,9.0,40.46
97.99,41.413,58.652958,54.0,9.0,0.0
58.29,24.9527,41.898743,38.0,7.0,39.01
83.95,36.293,56.39573,52.0,9.0,9.23
77.45,33.7187,54.388115,50.0,9.0,38.33
70.04,29.536,53.186478,48.0,9.0,26.3
84.66,37.2562,53.93047,48.0,9.0,46.25
78.85,35.621,54.92611,50.0,9.0,21.59
74.65,30.9738,53.81919,50.0,9.0,32.76
78.75,33.0658,54.82502,52.0,9.0,32.76
82.31,34.7768,54.883884,50.0,9.0,37.3
72.02,29.723,52.30512,48.0,9.0,43.37
66.11,28.3958,48.100536,44.0,8.0,23.24
79.08,34.2375,54.656227,52.0,9.0,45.18
74.51,32.766,54.197365,48.0,9.0,26.3
79.21,33.081,55.144333,52.0,9.0,18.46
71.62,30.718,53.946743,52.0,9.0,35.53
80.02,34.5097,54.716137,50.0,9.0,33.08
75.57,32.5094,54.0446,48.0,9.0,52.82
78.44,32.913,52.12685,44.0,9.0,30.21
72.38,29.9526,53.25431,52.0,9.0,49.69
70.71,26.072,50.781548,46.0,9.0,48.15
68.42,29.765,52.44342,50.0,9.0,54.45
76.31,35.5371,53.262608,46.0,9.0,54.7
86.66,37.747,55.95675,46.0,9.0,0.0
82.38,35.658,55.44876,48.0,9.0,17.07
77.35,33.1358,54.82502,52.0,9.0,32.76
71.82,31.1547,53.377228,50.0,9.0,51.54
72.65,30.9294,49.2906,44.0,8.0,49.81
80.91,34.0048,54.189224,50.0,9.0,37.3
66.72,27.9678,52.56779,50.0,9.0,38.69
84.45,37.677,55.95675,46.0,9.0,0.0
58.5,22.3157,44.306755,42.0,8.0,49.88
84.29,36.245,56.39573,52.0,9.0,12.53
83.89,37.092,55.759933,50.0,9.0,17.07
73.82,31.4707,48.77167,42.0,8.0,21.94
78.59,34.0288,54.87883,52.0,9.0,37.3
55.96,24.6018,42.100193,38.0,7.0,32.76
60.96,27.0797,51.23966,54.0,9.0,21.94
73.44,31.9315,51.175453,48.0,9.0,101.92
86.56,37.021,55.95169,48.0,9.0,0.0
49.09,21.2476,36.416714,36.0,6.0,40.46
78.99,28.3844,52.425205,48.0,9.0,50.75
60.86,27.143,51.80917,56.0,9.0,9.23
69.51,29.6137,52.425205,48.0,9.0,46.17
79.6,34.272,55.19814,52.0,9.0,26.3
81.99,35.2024,54.321533,48.0,9.0,43.88
65.55,26.802,52.259247,46.0,9.0,73.88
75.13,31.072,53.778957,48.0,9.0,15.77
65.6,28.2138,51.572456,46.0,9.0,40.54
84.18,34.6138,55.07564,48.0,9.0,20.23
75.04,32.8206,53.816105,50.0,9.0,40.46
74.47,31.78,53.245567,48.0,9.0,29.04
75.4,32.158,54.19231,50.0,9.0,26.3
71.1,30.1038,53.573624,52.0,9.0,45.29
82.79,35.921,51.682907,48.0,8.0,3.01
78.85,33.6388,50.717308,48.0,8.0,20.23
79.22,32.739,53.837822,46.0,9.0,20.08
80.87,33.8878,55.070587,50.0,9.0,20.23
66.52,28.208,51.770283,48.0,9.0,48.15
75.95,32.6844,54.0446,48.0,9.0,57.76
69.31,30.916,53.048527,50.0,9.0,51.21
61.77,26.785,51.743324,50.0,9.0,52.6
87.88,36.197,56.39573,52.0,9.0,9.23
79.71,34.079,54.838596,50.0,9.0,20.31
78.73,34.0735,53.523792,48.0,9.0,36.02
60.69,27.1604,46.886288,46.0,8.0,60.69
73.32,29.996,51.122803,46.0,9.0,47.78
69.53,31.8817,50.8192,46.0,9.0,50.68
87.64,33.4674,52.879322,46.0,9.0,52.05
76.74,32.582,52.326202,48.0,9.0,53.09
79.56,34.1806,55.265976,56.0,9.0,49.69
76.21,35.0184,53.43727,50.0,9.0,57.47
63.86,28.6032,47.493893,44.0,8.0,63.32
68.46,28.714,48.77939,46.0,8.0,21.76
63.99,31.2823,46.11458,44.0,8.0,88.06
85.03,36.0718,56.076416,52.0,9.0,20.23
67.57,29.0444,51.907734,46.0,9.0,75.84
93.24,39.229,57.647125,52.0,9.0,0.0
66.96,29.2337,52.464504,48.0,9.0,69.96
69.28,28.653,53.17197,48.0,9.0,45.55
68.44,29.8738,52.38887,48.0,9.0,65.61
75.01,31.3127,52.933193,46.0,9.0,29.1
72.34,30.0558,53.573624,52.0,9.0,38.69
88.89,38.203,54.61487,46.0,9.0,4.93
83.56,36.7038,55.391872,48.0,9.0,20.23
77.91,32.334,49.58675,42.0,8.0,0.0
89.64,38.477,57.40156,54.0,9.0,9.23
80.05,35.254,50.57283,48.0,8.0,21.59
81.87,32.2821,51.658955,48.0,9.0,79.95
72.08,34.1227,53.164062,46.0,9.0,41.46
78.23,32.9545,54.255505,50.0,9.0,42.17
84.19,35.9778,55.386814,50.0,9.0,20.23
73.45,30.8818,53.81919,50.0,9.0,29.46
82.07,34.612,51.282185,46.0,8.0,0.0
81.74,35.2188,55.47131,52.0,9.0,23.24
72.36,30.4385,53.288975,48.0,9.0,65.96
72.77,32.3755,52.594128,50.0,9.0,61.69
71.04,27.4081,52.260746,50.0,9.0,76.73
68.1,29.6461,52.352177,50.0,9.0,64.35
73.04,28.3692,53.49887,54.0,9.0,76.97
77.65,33.256,54.78479,50.0,9.0,12.24
74.93,31.874,53.29421,48.0,9.0,29.04
72.55,30.3582,52.847946,50.0,9.0,63.32
81.5,31.7474,53.45718,46.0,9.0,66.88
71.98,30.9267,53.377228,50.0,9.0,38.33
82.56,35.2797,53.84816,46.0,9.0,25.02
89.09,39.017,55.578316,46.0,9.0,0.0
63.05,26.5966,50.886093,50.0,9.0,79.38
74.79,32.2825,52.785885,48.0,9.0,44.62
77.35,33.7097,54.470573,52.0,9.0,42.31
71.66,29.7579,51.676678,48.0,9.0,69.12
73.14,30.8818,53.81919,50.0,9.0,29.46
81.25,34.457,54.98516,46.0,9.0,23.79
76.52,31.9327,53.622795,48.0,9.0,29.1
81.66,35.9364,53.682835,48.0,9.0,48.24
91.32,39.299,57.647125,52.0,9.0,0.0
68.93,25.9372,45.482746,42.0,8.0,61.27
60.58,27.8574,41.930565,38.0,7.0,39.16
75.1,33.1737,53.885216,48.0,9.0,21.26
73.57,30.9038,53.81919,50.0,9.0,29.46
66.08,26.9447,51.68973,44.0,9.0,86.59
75.15,32.6417,53.31607,46.0,9.0,52.47
72.84,30.4461,52.597744,48.0,9.0,65.03
78.03,32.6265,53.363247,50.0,9.0,49.66
81.42,34.5755,53.871235,48.0,9.0,32.59
84.63,34.861,55.635464,48.0,9.0,0.0
70.94,30.8567,53.377228,50.0,9.0,38.33
77.88,33.7388,54.470535,48.0,9.0,23.24
82.22,35.8748,55.476364,50.0,9.0,23.24
61.61,25.839,52.205437,46.0,9.0,66.04
91.68,38.451,57.40156,54.0,9.0,9.23
79.07,35.503,54.92611,50.0,9.0,21.59
78.45,33.0158,54.135418,50.0,9.0,29.46
79.25,34.015,54.700294,48.0,9.0,9.23
87.71,37.528,56.79645,54.0,9.0,12.47
68.67,30.067,52.99472,50.0,9.0,43.37
57.02,25.029,50.80334,54.0,9.0,9.23
90.13,36.975,56.641296,50.0,9.0,0.0
83.8,36.5725,54.529625,50.0,9.0,36.02
70.33,29.444,49.024956,44.0,8.0,9.23
73.27,30.99,53.946743,52.0,9.0,35.53
85.52,36.24,56.036186,50.0,9.0,3.01
74.42,32.1765,54.00994,52.0,9.0,41.49
59.95,27.0167,42.21497,38.0,7.0,29.1
85.88,36.711,55.99099,48.0,9.0,23.79
54.8,24.2604,50.063152,52.0,9.0,49.81
75.79,35.527,54.236507,48.0,9.0,21.59
77.0,33.8358,54.83008,50.0,9.0,29.46
61.29,26.7687,42.90457,40.0,7.0,29.1
77.38,32.8446,54.50571,52.0,9.0,40.46
83.71,34.835,55.394955,48.0,9.0,12.53
80.52,34.085,54.700294,48.0,9.0,12.53
77.91,33.1227,54.215275,48.0,9.0,24.95
72.72,30.9518,53.81919,50.0,9.0,29.46
79.62,33.759,55.149387,50.0,9.0,18.46
63.39,28.37,48.089787,44.0,8.0,18.46
72.12,32.8758,52.876007,50.0,9.0,73.63
62.49,27.4064,46.623394,42.0,8.0,76.74
58.79,25.7607,41.74665,38.0,7.0,41.57
75.05,31.943,53.832767,48.0,9.0,20.31
77.51,32.9308,54.633263,54.0,9.0,46.53
66.18,28.3767,51.681793,46.0,9.0,38.33
72.61,30.278,52.460827,48.0,9.0,39.94
68.35,29.9507,52.552017,48.0,9.0,73.94
77.24,32.9938,54.135418,50.0,9.0,29.46
79.92,35.0046,54.821938,52.0,9.0,40.46
85.36,37.842,56.454594,50.0,9.0,17.07
71.1,30.1038,53.573624,52.0,9.0,38.69
74.66,33.0638,54.135418,50.0,9.0,29.46
75.71,32.1927,52.828945,48.0,9.0,50.15
82.34,34.835,55.394955,48.0,9.0,12.53
65.56,28.388,47.19157,42.0,8.0,34.14
64.93,29.0394,47.861954,46.0,8.0,60.16
73.48,30.9815,53.05792,50.0,9.0,49.33
75.75,32.6408,53.878056,48.0,9.0,37.3
68.71,29.4084,51.574226,48.0,9.0,61.28
81.15,34.178,54.508537,50.0,9.0,26.3
69.99,28.6876,52.302288,50.0,9.0,57.53
72.23,31.652,49.341183,44.0,8.0,12.53
71.68,30.8875,52.368313,48.0,9.0,59.24
68.12,29.7192,52.60238,52.0,9.0,72.55
72.05,30.8236,53.30812,52.0,9.0,57.53
94.28,39.299,57.647125,52.0,9.0,0.0
85.28,36.269,55.706127,50.0,9.0,12.53
86.84,36.0238,56.076416,52.0,9.0,20.23
69.89,29.282,52.94597,48.0,9.0,35.53
76.27,30.6821,54.2545,54.0,9.0,70.59
74.84,32.1545,54.00994,52.0,9.0,51.4
68.76,28.8887,51.57755,48.0,9.0,59.38
70.47,30.6018,49.106365,46.0,8.0,23.47
70.34,29.8538,53.573624,52.0,9.0,38.69
78.31,33.0878,54.82502,52.0,9.0,32.76
83.21,35.798,55.44876,48.0,9.0,17.07
67.59,29.9313,49.88809,48.0,9.0,91.74
68.19,29.4541,51.181545,48.0,9.0,86.88
31.81,14.6674,24.836664,22.0,4.0,49.81
79.23,33.614,54.442932,46.0,9.0,17.07
86.95,38.381,57.40156,54.0,9.0,9.23
82.45,33.8178,55.070587,50.0,9.0,20.23
84.77,36.6937,55.72197,52.0,9.0,33.08
69.66,30.7776,52.61852,50.0,9.0,57.53
83.27,36.17,56.036186,50.0,9.0,3.01
93.43,35.583,55.40001,46.0,9.0,9.23
72.25,31.05,53.778957,48.0,9.0,15.54
88.54,37.045,56.641296,50.0,9.0,0.0
90.22,38.849,57.686424,52.0,9.0,23.79
78.27,31.873,53.832767,48.0,9.0,20.31
85.34,37.186,56.449535,52.0,9.0,17.07
54.57,24.576,37.61713,34.0,6.0,9.23
79.44,28.9541,53.85378,52.0,9.0,67.77
73.39,31.41,54.23161,50.0,9.0,50.09
65.66,28.8427,48.10563,46.0,8.0,42.31
80.55,32.0305,52.481308,44.0,9.0,30.21
69.45,30.663,52.402447,46.0,9.0,56.46
73.57,31.368,52.766117,48.0,9.0,25.78
76.48,31.528,49.790276,46.0,8.0,18.46
78.99,31.995,54.384068,48.0,9.0,9.23
79.03,35.5184,53.46752,48.0,9.0,40.71
70.99,30.8168,53.62743,52.0,9.0,46.53
80.8,31.7841,51.62741,48.0,9.0,77.45
69.05,29.9407,48.351196,44.0,8.0,33.08
69.44,31.096,52.72269,48.0,9.0,38.66
77.63,33.6148,50.027702,46.0,8.0,20.23
79.71,33.6951,52.410477,50.0,9.0,67.31
67.8,28.6108,52.6216,50.0,9.0,46.53
73.8,33.2003,51.27643,48.0,9.0,86.93
74.21,32.033,54.018627,44.0,9.0,47.58
71.35,30.1258,53.573624,52.0,9.0,38.69
58.09,22.1534,48.075222,48.0,9.0,65.42
81.1,35.7384,54.906887,52.0,9.0,45.11
85.83,36.245,56.39573,52.0,9.0,9.23
71.67,31.1626,52.544083,50.0,9.0,53.6
78.06,35.4053,52.05678,48.0,9.0,74.04
75.42,33.8727,53.164062,46.0,9.0,41.46
102.94,26.5518,49.918987,48.0,9.0,103.97
90.02,32.9288,49.72159,42.0,8.0,20.23
87.96,37.186,56.449535,52.0,9.0,17.07
72.71,31.8424,52.934525,48.0,9.0,74.7
64.12,27.2287,47.066093,44.0,8.0,46.17
53.78,23.0747,44.656776,42.0,8.0,67.87
72.19,33.2717,51.933865,50.0,9.0,82.27
70.07,29.1915,52.342907,48.0,9.0,65.61
73.35,31.195,54.1385,50.0,9.0,18.46
77.71,31.6778,53.824245,48.0,9.0,29.46
67.92,28.714,48.77939,46.0,8.0,21.76
